image_name,component_location,component_type,text_on_component,logo
s2_front.tif,"{""name"":""rect"",""x"":3900,""y"":1895,""width"":91,""height"":56}",resistors,222,no
s2_front.tif,"{""name"":""rect"",""x"":3809,""y"":2319,""width"":56,""height"":98}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":3809,""y"":2108,""width"":60,""height"":89}",resistors,222,no
s2_front.tif,"{""name"":""rect"",""x"":4271,""y"":2792,""width"":91,""height"":56}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":3809,""y"":2530,""width"":53,""height"":89}",resistors,222,no
s2_front.tif,"{""name"":""rect"",""x"":4708,""y"":2226,""width"":53,""height"":89}",resistors,222,no
s2_front.tif,"{""name"":""rect"",""x"":4109,""y"":1524,""width"":89,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":4849,""y"":2435,""width"":51,""height"":89}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":4709,""y"":2432,""width"":49,""height"":93}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":4102,""y"":2181,""width"":369,""height"":373}",ICs,,no
s2_front.tif,"{""name"":""rect"",""x"":4267,""y"":3345,""width"":91,""height"":53}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":3798,""y"":3765,""width"":53,""height"":91}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":3494,""y"":3813,""width"":93,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":4474,""y"":3343,""width"":91,""height"":56}",resistors,000,no
s2_front.tif,"{""name"":""rect"",""x"":2848,""y"":3840,""width"":89,""height"":53}",resistors,000,no
s2_front.tif,"{""name"":""rect"",""x"":2848,""y"":4014,""width"":93,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":3046,""y"":4016,""width"":93,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":4689,""y"":4014,""width"":51,""height"":91}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":3257,""y"":3770,""width"":162,""height"":93}",diodes,,no
s2_front.tif,"{""name"":""rect"",""x"":3017,""y"":3761,""width"":162,""height"":93}",diodes,,no
s2_front.tif,"{""name"":""rect"",""x"":4287,""y"":4229,""width"":91,""height"":53}",capacitors,,no
s2_front.tif,"{""name"":""rect"",""x"":3285,""y"":4018,""width"":93,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":4500,""y"":4229,""width"":93,""height"":53}",resistors,103,no
s2_front.tif,"{""name"":""rect"",""x"":1768,""y"":3678,""width"":313,""height"":182}",capacitors,226C;U0412,no
s2_front.tif,"{""name"":""rect"",""x"":1932,""y"":1877,""width"":1519,""height"":1521}",ICs,XILINX R;SPARTAN R;XCS30 TM;P0208CKN0609;D3019941A;3C;800-04475-03 B0,yes
s2_front.tif,"{""name"":""rect"",""x"":5568,""y"":1508,""width"":369,""height"":706}",ICs,bel 0603A;S553-6500-67,yes
s2_front.tif,"{""name"":""rect"",""x"":4853,""y"":1459,""width"":369,""height"":706}",ICs,bel 0603A;S553-6500-67,yes
s2_front.tif,"{""name"":""rect"",""x"":6383,""y"":1150,""width"":115,""height"":73}",resistors,0,no
s2_front.tif,"{""name"":""rect"",""x"":6312,""y"":4031,""width"":115,""height"":73}",resistors,0,no
s2_front.tif,"{""name"":""rect"",""x"":6819,""y"":2632,""width"":91,""height"":53}",resistors,331,no
s2_front.tif,"{""name"":""rect"",""x"":6417,""y"":2632,""width"":91,""height"":53}",resistors,331,no
